MLP,Student,Gaussian
0.6637347627963338,0.6697596950190408,0.6370042754071099
0.6025561477456775,0.5641252483640399,0.5317572749086789
0.5789088255592755,0.7636588311621121,0.6755981360163007
0.5791101562125343,0.7837647242205483,0.7531513103416988
0.5616578406521252,0.7753460311463901,0.7396469424877848
0.5624503823263305,0.73167834430933,0.7198564612439701
0.5744099606360707,0.6918871370809418,0.6712621439780507
0.5757058975952012,0.7017043584159443,0.6720378207308906
0.6054893657565117,0.7181950477617127,0.6641675468002047
0.6189383396080562,0.6323313989809581,0.6154749691486359
0.6380831471511296,0.5915143841079303,0.6067188775965145
0.6650452060358865,0.6051022112369537,0.5909351089171001
0.6691503428987094,0.6032111176422664,0.6065572915332658
0.6970612896340234,0.5795273131557873,0.6052046098879406
0.7059810395751681,0.5678007145013128,0.5891223784003939
0.7191635178668159,0.5537284719092506,0.583389683493546
0.7202366877879415,0.5401130009974752,0.5763080843857357
0.686434920345034,0.5349268998418536,0.5545042604207993
0.6882384940981865,0.5102162031190736,0.5566994111452784
0.6979835384658405,0.49398443741457804,0.530623045350824
0.6898057843957629,0.4659645770277296,0.5269134917429515
0.696984982916287,0.4502248636313847,0.5222446843981743
0.6912442424467632,0.44140386900731493,0.5105433315038681
0.6688297822007111,0.417244658938476,0.5071587094238826
0.6688308034624372,0.40371830654995783,0.5025272486465318
0.6310364646571023,0.4073178789445332,0.48410352745226454
0.6158148891159466,0.41067260769861086,0.490099806870733
0.6106218679675034,0.3939023252044405,0.4739544561931065
0.5618944423539298,0.3994551290358816,0.45902251452207565
0.5871795830982072,0.36958652415445875,0.45800115913152695
0.5665571460766452,0.370391777583531,0.4572259145123618
0.5469750581043107,0.3744360932282039,0.4626074805855751
0.535557151905128,0.3708465290921075,0.45131869188376833
0.5241792308432716,0.3709565262709345,0.43520199613911764
0.5275005139410496,0.3614081197551319,0.42719166193689617
0.4964684902557305,0.36374303326010704,0.42409976358924595
0.48941110180956976,0.369941132409232,0.42707157135009766
0.4956956154533795,0.3603594904499395,0.39908977704388754
0.5024128364665168,0.35856239550880026,0.40032279597861425
0.48526106242622646,0.35734244914991514,0.38206450108970913
0.4642628915607929,0.35794989498598234,0.3743028087275369
0.46780806354113985,0.34922002043042866,0.3691274843045643
0.464005285607917,0.34605895036033224,0.36561016206230434
0.4612590968608856,0.3527470555688654,0.3562203879867281
0.4581914735691888,0.3371872045099735,0.35242723673582077
0.44040111345904215,0.320984241685697,0.34111252533538
0.4415369326514857,0.33847979456186295,0.34296800941228867
0.4442647413483688,0.32071031842912945,0.3326482166137014
0.4308873026498726,0.3322871098560946,0.33021093904972076
0.41629971670252935,0.3113058278603213,0.3336385765245983
0.42265509015747477,0.3028075689715998,0.32369986389364513
0.41958802725587574,0.294947548104184,0.31554022644247326
0.42089212366512846,0.2939409336873463,0.3220036295907838
0.41104065626859665,0.285871825580086,0.31439392800842014
0.4165658381368433,0.29070960570658955,0.315321434289217
0.427995648767267,0.27415417241198675,0.3106877064066274
0.40225260704755783,0.2838678003421852,0.30852728177394184
0.39817658226404873,0.2855138917054449,0.30891324100749834
0.3893353609102113,0.2808855596397604,0.31061909400991033
0.4087566110704626,0.2787008743200983,0.31129746990544455
0.3974236489406654,0.2675968419228281,0.31006625081811634
0.4085931394781385,0.27390880989176886,0.29511588492563795
0.384343293096338,0.26950403302907944,0.30807626407061306
0.3797633647918701,0.2627495287784508,0.2982003960226263
0.38579871292625156,0.2711482638759272,0.30541548718299183
0.37114461458155085,0.2665927862482412,0.2962281959397452
0.3735185888196741,0.26850123490606037,0.2925392245607717
0.3645306740488325,0.2618285268545151,0.29039565314139637
0.37093337146299227,0.26997445470520426,0.29690841266087126
0.354518432702337,0.25258657336235046,0.2844248547085694
0.35529331862926483,0.26859000963824137,0.2989869437047413
0.3551293616848333,0.2587165342909949,0.2849248418850558
0.35455068413700375,0.2573172168007919,0.28618951940110754
0.35749239580971853,0.2530126449252878,0.276814411261252
0.3559484082673277,0.25357489713600706,0.27517655970794813
0.35251794116837637,0.256666791758367,0.28434085313762936
0.341719565646989,0.25781782822949545,0.2738136739603111
0.33698169035570963,0.2537680779184614,0.27221179753541946
